word	mesh	match	name	doid
Glioblastoma	mesh:D005909	NA	NA	NA
Osteosarcoma	mesh:D012516	Osteosarcoma	bone sarcoma	doid:0080639
Breast cancer	mesh:D001943	NA	NA	NA
Colon cancer	mesh:D015179	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
Lung cancer	mesh:D008175	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
T cell leukemia	mesh:D015458	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
Prostate cancer	mesh:D011471	NA	NA	NA
SI-1  Cell motility  Pancreatic	mesh:D010195	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
Liposarcoma	mesh:D008080	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
Liver cancer	mesh:D006528	NA	NA	NA
