word	type	identifier
Sucrose	Chemical	MESH:D013395
Fructose	Chemical	MESH:D005632
Glucose	Chemical	MESH:D005947
Sorbitol	Chemical	MESH:D013012
Sucrose	Chemical	MESH:D013395
Sucrose	Chemical	MESH:D013395
Glucose	Chemical	MESH:D005947
Fructose	Chemical	MESH:D005632
NAD	Chemical	MESH:D009243
glucose	Chemical	MESH:D005947
diphosphate	Chemical	MESH:D011756
NADP-ME  TCA	Chemical	MESH:D009249
Pyruvate	Chemical	MESH:D011773
glucose	Chemical	MESH:D005947
phosphate	Chemical	MESH:D010710
Malate	Chemical	MESH:D008293
fructose	Chemical	MESH:D005632
phosphate	Chemical	MESH:D010710
sucrose	Chemical	MESH:D013395
phosphate	Chemical	MESH:D010710
Sucrose	Chemical	MESH:D013395
Fructose	Chemical	MESH:D005632
Glucose	Chemical	MESH:D005947
Sucrose	Chemical	MESH:D013395
Malate	Chemical	MESH:D008293
Sucrose	Chemical	MESH:D013395
Glucose	Chemical	MESH:D005947
Fructose	Chemical	MESH:D005632
ATP	Chemical	MESH:D000255
