word	mesh	match	name	chebi
2-Succinyl-5-enolpyruvyl-6-hydroxy	mesh:C524466	(1R,2S,5S,6S)-2-(3-carboxypropanoyl)-5-[(1-carboxyvinyl)oxy]-6-hydroxycyclohex-3-ene-1-carboxylic acid	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic acid	chebi:50271
3-cyclohexadiene-1-carboxylate	mesh:C034005	cyclohexa-1,3-diene	1,3-cyclohexadiene	chebi:37610
2-Succinyl-6-hydroxy-2,4	mesh:C035687	NA	NA	NA
cyclohexadiene-1-carboxylate	mesh:D053138	NA	NA	NA
2-Succinylbenzoate	mesh:C013691	NA	NA	NA
2-Succinylbenzoyl	mesh:C034775	NA	NA	NA
1,4-dihydroxy-2-naphthyl-CoA	mesh:C516622	NA	NA	NA
PPi	mesh:C116317	NA	NA	NA
CO	mesh:D002245	Carbon Dioxide	carbon dioxide	chebi:16526
1,4-dihydroxy-2-naphthoate	mesh:C024023	NA	NA	NA
Demethylmenaquinone	mesh:C013917	2-demethylmenaquinone-8	demethylmenaquinone	chebi:48455
Menaquinone	mesh:D024482	NA	NA	NA
menaquinone	mesh:D024482	NA	NA	NA
MK-9(II-H2)	mesh:C042455	NA	NA	NA
