word	mesh	match	name	doid
lymphoma	NA	lymphoma	lymphoma	DOID:0060058
adenocarcinoma	NA	adenocarcinoma	adenocarcinoma	DOID:299
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
adenocarcinoma	NA	adenocarcinoma	adenocarcinoma	DOID:299
Glioblastoma	NA	glioblastoma	glioblastoma	DOID:3068
cancer	NA	cancer	cancer	DOID:162
multiple myeloma	NA	multiple myeloma	multiple myeloma	DOID:9538
Colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
Breast cancer	NA	breast cancer	breast cancer	DOID:1612
Pancreatic ductal adenocarcinoma	NA	pancreatic ductal adenocarcinoma	pancreatic ductal adenocarcinoma	DOID:3498
Pancreatic ductal adenocarcinoma	NA	pancreatic ductal adenocarcinoma	pancreatic ductal adenocarcinoma	DOID:3498
