word	mesh	match	name	chebi
Ribulose-1,5-bisphosphate	mesh:C001933	NA	NA	NA
5-methylthioribose	mesh:C001955	S-methyl-5-thio-D-ribose	5-methylthioribose	chebi:16895
Methanethiol	mesh:C005231	methanethiol	methylmercaptan	chebi:16007
5-methylthioadenosine	mesh:C008500	NA	NA	NA
2-keto-4-methylthiobutyrate	mesh:C014632	4-methylthio-2-oxobutanoic acid	2-keto-4-methylthiobutyric acid	chebi:33574
S-methyl-cysteine	mesh:C017507	NA	NA	NA
5-methylthioribose-1-phosphate	mesh:C023029	NA	NA	NA
OH O	mesh:C031356	hydroxide	hydroxide ion	chebi:16234
5-methylthioribulose-1-phosphate	mesh:C038238	NA	NA	NA
acetate	mesh:D000085	Acetates	acetate ester	chebi:47622
Adenine	mesh:D000225	Adenine	adenine	chebi:16708
Formate	mesh:D005561	NA	NA	NA
Keto Acid	mesh:D007651	NA	NA	NA
L-methionine	mesh:D008715	NA	NA	NA
Met	mesh:D008715	NA	NA	NA
1-methylthioxylulose-5-phosphate	mesh:D010710	NA	NA	NA
phosphate	mesh:D010710	NA	NA	NA
Putrescine	mesh:D011700	Putrescine	putrescine	chebi:17148
Spermidine	mesh:D013095	Spermidine	spermidine	chebi:16610
