word	source	identifier
Daidzein	MESH	C004742
Naringenin	MESH	C005273
Flavone	MESH	C043562
7,4-dihydroxyflavanone	MESH	C083152
Liquiritigenin	MESH	C083152
Glycitein	MESH	C086566
Phernylalanine ammonia	MESH	D000641
Anthocyanin	MESH	D000872
Cinnamate	MESH	D002934
cinnamate	MESH	D002934
flavonoid	MESH	D005419
Phenylalanine	MESH	D010649
thione S	MESH	D013871
UDP-glucose	MESH	D014532
Genistein	MESH	D019833
Proanthocyanidin	MESH	D044945
Flavonol	MESH	D044948
Flavanone	MESH	D044950
Chalcone	MESH	D047188
