word	mesh	match	name	chebi
fatty acid NADPH	mesh:D009249	NA	NA	NA
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
CoA	mesh:C065987	NA	NA	NA
PPi	mesh:C116317	NA	NA	NA
AMP	mesh:D000249	adenosine 5'-monophosphate	Adenosine Monophosphate	chebi:16027
NADP	mesh:D009249	NA	NA	NA
fatty acyl-CoA	mesh:D000214	NA	NA	NA
alkane	mesh:D000473	Alkanes	alkane	chebi:18310
formic acid	mesh:C030544	formic acid	formic acid	chebi:30751
fatty aldehyde	mesh:C001634	fatty aldehyde	fatty aldehyde	chebi:35746
fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
CADO	mesh:C034482	NA	NA	NA
ASP	mesh:C032315	NA	NA	NA
NADPH	mesh:D009249	NA	NA	NA
Fd	mesh:C498057	NA	NA	NA
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
fatty acyl-ACP	mesh:D000214	NA	NA	NA
