organism_id	organism_name	organism_group	word	match	ncbigene_symbol	ncbigene_id	source	count_direct	count_synonym	count_match
10090	Mus musculus	Rodents	ErbB2	ERBB2	Erbb2	13866	ncbigene_symbol	7	2	9
10090	Mus musculus	Rodents	BCatenin	CTNNB1	Ctnnb1	12387	ncbigene_symbol	7	2	9
10090	Mus musculus	Rodents	GSK3B	GSK3B	Gsk3b	56637	ncbigene_symbol	7	2	9
10090	Mus musculus	Rodents	Cross	CROS	Ros1	19886	ncbigene_synonym	7	2	9
10090	Mus musculus	Rodents	us	US	us	22277	ncbigene_symbol	7	2	9
10090	Mus musculus	Rodents	c-Src	SRC	Src	20779	ncbigene_symbol	7	2	9
10090	Mus musculus	Rodents	IRAK4	IRAK4	Irak4	266632	ncbigene_symbol	7	2	9
10090	Mus musculus	Rodents	TRAF6	TRAF6	Traf6	22034	ncbigene_symbol	7	2	9
10090	Mus musculus	Rodents	NF-KB	NF-KB	Nfkb1	18033	ncbigene_synonym	7	2	9
10116	Rattus norvegicus	Rodents	ErbB2	ERBB2	Erbb2	24337	ncbigene_symbol	6	2	8
10116	Rattus norvegicus	Rodents	BCatenin	CTNNB1	Ctnnb1	84353	ncbigene_symbol	6	2	8
10116	Rattus norvegicus	Rodents	GSK3B	GSK3B	Gsk3b	84027	ncbigene_symbol	6	2	8
10116	Rattus norvegicus	Rodents	Mucin	MUCIN	Slc13a2	65202	ncbigene_synonym	6	2	8
10116	Rattus norvegicus	Rodents	c-Src	SRC	Src	83805	ncbigene_symbol	6	2	8
10116	Rattus norvegicus	Rodents	IRAK4	IRAK4	Irak4	300177	ncbigene_symbol	6	2	8
10116	Rattus norvegicus	Rodents	TRAF6	TRAF6	Traf6	311245	ncbigene_symbol	6	2	8
10116	Rattus norvegicus	Rodents	NF-KB	NF-KB	Nfkb1	81736	ncbigene_synonym	6	2	8
9606	Homo sapiens	Primates	ErbB2	ERBB2	ERBB2	2064	ncbigene_symbol	5	4	10
9606	Homo sapiens	Primates	BCatenin	CTNNB1	CTNNB1	1499	ncbigene_symbol	5	4	10
9606	Homo sapiens	Primates	GSK3B	GSK3B	GSK3B	2932	ncbigene_symbol	5	4	10
9606	Homo sapiens	Primates	talk	TALK	BMPR2	659	ncbigene_synonym	5	4	10
9606	Homo sapiens	Primates	TLR	TLR	TLR1	7096	famplex_relations	5	4	10
9606	Homo sapiens	Primates	TLR	TLR	TLR2	7097	famplex_relations	5	4	10
9606	Homo sapiens	Primates	TLR	TLR	TLR3	7098	famplex_relations	5	4	10
9606	Homo sapiens	Primates	TLR	TLR	TLR4	7099	famplex_relations	5	4	10
9606	Homo sapiens	Primates	TLR	TLR	TLR5	7100	famplex_relations	5	4	10
9606	Homo sapiens	Primates	TLR	TLR	TLR6	10333	famplex_relations	5	4	10
9606	Homo sapiens	Primates	TLR	TLR	TLR7	51284	famplex_relations	5	4	10
9606	Homo sapiens	Primates	TLR	TLR	TLR8	51311	famplex_relations	5	4	10
9606	Homo sapiens	Primates	TLR	TLR	TLR9	54106	famplex_relations	5	4	10
9606	Homo sapiens	Primates	TLR	TLR	TLR10	81793	famplex_relations	5	4	10
9606	Homo sapiens	Primates	Mucin	MUCIN	MUC5AC	4586	ncbigene_synonym	5	4	10
9606	Homo sapiens	Primates	c-Src	C-SRC	SRC	6714	ncbigene_synonym	5	4	10
9606	Homo sapiens	Primates	IRAK4	IRAK4	IRAK4	51135	ncbigene_symbol	5	4	10
9606	Homo sapiens	Primates	TRAF6	TRAF6	TRAF6	7189	ncbigene_symbol	5	4	10
9606	Homo sapiens	Primates	NF-KB	NF-KB	NFKB1	4790	ncbigene_synonym	5	4	10
7227	Drosophila melanogaster	Invertebrates	BCatenin	BCATENIN	arm	31151	ncbigene_synonym	3	15	9
7227	Drosophila melanogaster	Invertebrates	GSK3B	GSK3B	sgg	31248	ncbigene_synonym	3	15	9
7227	Drosophila melanogaster	Invertebrates	GSK3B	GSK3B	Axn	43565	ncbigene_synonym	3	15	9
7227	Drosophila melanogaster	Invertebrates	GSK3B	GSK3B	gskt	318552	ncbigene_synonym	3	15	9
7227	Drosophila melanogaster	Invertebrates	TLR	TLR	18w	37277	ncbigene_synonym	3	15	9
7227	Drosophila melanogaster	Invertebrates	TLR	TLR	tok	42944	ncbigene_synonym	3	15	9
7227	Drosophila melanogaster	Invertebrates	TLR	TLR	tlr-2	44349	ncbigene_synonym	3	15	9
7227	Drosophila melanogaster	Invertebrates	as	AS	as	45825	ncbigene_symbol	3	15	9
