word	mesh	match	name	chebi
CoQ10 COTCH	mesh:C024989	coenzyme Q10	coenzyme Q10	chebi:46245
NACH NADT FACH	NA	NA	NA	NA
FAD	mesh:D005182	Flavin-Adenine Dinucleotide	FAD	chebi:16238
tocopheroxyl	mesh:C066323	NA	NA	NA
tocotrienolxyl	NA	NA	NA	NA
tocopherol	mesh:D024505	Tocopherols	tocopherol	chebi:27013
tocotrienol	mesh:D024508	Tocotrienols	tocotrienol	chebi:33235
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
ADP	mesh:D000244	NA	NA	NA
Ascorbate	mesh:D001205	NA	NA	NA
Ascorbyl	mesh:C011669	NA	NA	NA
