word	mesh	match	name	chebi
glucosamine	mesh:D005944	Glucosamine	glucosamine	chebi:5417
glutamine	mesh:C578860	Arg-Gln	arginyl-glutamine	chebi:73813
glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
NADPH	mesh:D009249	NA	NA	NA
ADP	mesh:D000244	NA	NA	NA
Glucose 6-phosphate	mesh:D019298	NA	NA	NA
Gilucosamine-6-phosphate	mesh:D010710	NA	NA	NA
Fructose-6-phosphate	mesh:C027618	NA	NA	NA
Ribulose-5-phosphate	mesh:C031524	ribulose 5-phosphate	ribulose 5-phosphate	chebi:37455
Acetyl	mesh:C011632	NA	NA	NA
S-phosphate	mesh:D010710	NA	NA	NA
Ribose-S-phosphate	mesh:C031154	alpha-D-ribose 1-phosphate	ribose 1-phosphate	chebi:16300
GlcNAc	mesh:C097320	NA	NA	NA
Glyceraldehyde 3-phosphate	mesh:D005986	Glyceraldehyde 3-Phosphate	glyceraldehyde 3-phosphate	chebi:17138
Sedoheptulose	mesh:C003011	NA	NA	NA
7-phosphate	mesh:D010710	NA	NA	NA
Fructose 1,6-bisphosphate	mesh:C029063	keto-D-fructose 1,6-bisphosphate	fructose-1,6-diphosphate	chebi:16905
UTP	mesh:D014544	Uridine Triphosphate	UTP	chebi:15713
UDP	mesh:D014530	Uridine Diphosphate	UDP	chebi:17659
GicNAC	mesh:C086501	NA	NA	NA
phosphate	mesh:D010710	NA	NA	NA
Fructose-G-phosphate	mesh:C032284	beta-D-fructopyranose 1-phosphate	fructose-1-phosphate	chebi:42320
Erythrose	mesh:C073321	erythrose	erythrose	chebi:33946
4-phosphate	mesh:D010710	NA	NA	NA
Glyceraldehyde 3-phasphate	mesh:D005985	Glyceraldehyde	glyceraldehyde	chebi:5445
acyl CoAs	mesh:D000214	NA	NA	NA
Triglyceride	mesh:D014280	Triglycerides	triglyceride	chebi:17855
CMP-slalic acid	mesh:D003568	Cytidine Monophosphate	cytidine 5'-monophosphate	chebi:17361
Dihydroxyacetone phosphate	mesh:D004099	dihydroxyacetone phosphate	Dihydroxyacetone Phosphate	chebi:16108
Glyerol-3-phosphate	mesh:D010710	NA	NA	NA
1,3-bisphosphoglycerate	mesh:C015891	NA	NA	NA
Glycine	mesh:D005998	Glycine	glycine	chebi:15428
3-Phosphoglycerate	mesh:C005156	NA	NA	NA
Serine	mesh:C047902	NA	NA	NA
Cysteine	mesh:D003545	Cysteine	cysteine	chebi:15356
Glutathione	mesh:D005978	Glutathione	glutathione	chebi:16856
NADH	mesh:D009243	NAD	NAD(+)	chebi:15846
2-Phosphoglycerate	mesh:C008885	NA	NA	NA
Pyrimidines	mesh:C030986	NA	NA	NA
Pentose phosphate	mesh:D010429	Pentoses	pentose	chebi:25901
Phosphoenolpyruvate	mesh:D010728	Phosphoenolpyruvate	phosphoenolpyruvate	chebi:18021
Aspartate	NA	NA	NA	NA
Pyruvate	mesh:D011773	NA	NA	NA
Asparagine	mesh:C050801	NA	NA	NA
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
Alanine	mesh:D000409	Alanine	alanine	chebi:16449
Hexosamine	mesh:D006595	Hexosamines	hexosamine	chebi:24586
