word	source	identifier
Carbohydrate	MESH	D002241
Nitrogen	MESH	D009584
NH	MESH	D000641
Sucrose	MESH	D013395
Galactose	MESH	D005690
Arabinose	MESH	D001089
Fatty acids	MESH	D005227
Mannose	MESH	D008358
Glucose	MESH	D005947
Pentose phosphate	MESH	D010429
Amino acids	MESH	D000596
Keto acids	MESH	D007651
Fructose	MESH	D005632
Acetoacetate	MESH	D000090
Lactate	MESH	D019344
Pyruvate	MESH	D011773
Acetyl-CoA	MESH	D000105
Malonyl-CoA	MESH	D008316
Oxalacetate		
Citrate	MESH	C102006
Isocitrate	MESH	D007523
Citric acid	MESH	D019343
ketoglutarate	MESH	C029743
Succinate	MESH	D013386
Succinyl-CoA	MESH	C012046
Xylindein	MESH	C419334
