word	source	identifier
ribulose-5-P- ribose-5-P	MESH	C100182
arginine	MESH	D001120
FATTY ACID	MESH	D005227
fructose	MESH	D005632
fumarate	MESH	D005650
GABA	MESH	D005680
glucosamine-6-P	MESH	D005944
glucose	MESH	D005947
glutamine	MESH	D005973
isocitrate	MESH	D007523
malonyl-CoA	MESH	D008316
oxaloacetate	MESH	D010071
pyruvate	MESH	D011773
sorbitol	MESH	D013012
succinate	MESH	D013386
uridine	MESH	D014529
UDP	MESH	D014530
GlcUA---uronic acid---xylitol--- xylulose-5-P	MESH	D014574
glutamate	MESH	D018698
lactate	MESH	D019344
GSSG GSH	MESH	D019803
