word	source	identifier
Achondroplasia	MESH	D000130
Muenke syndrome	MESH	C537369
Thanatophoric dysplasia	MESH	D013796
neoplasia type	MESH	D009369
thyroid cancer	MESH	D013964
Lung cancer	MESH	D008175
Neuroblastoma	MESH	D009447
Costello syndrome	MESH	D056685
Noonan syndrome	MESH	D009634
Feuerstein-Mims syndrome	MESH	D054000
Cutaneous-skeletal  hypophosphataemia syndrome	MESH	C538496
Proteus syndrome	MESH	D016715
Hypoglycaemia		
Hemimegalencephaly	MESH	D065705
megalencephaly	MESH	D058627
Congenital  haemangioma	MESH	D000013
malformations	MESH	D000014
Melorheostosis	MESH	D008557
