word	type	identifier
L-Tryptophan	Chemical	NA
L-Formylkynurenine	Chemical	MESH:C036915
Kynurenine	Chemical	MESH:C029366
3-Hydroxy-L-kynurenine	Chemical	NA
3-Hydroxyanthranilate	Chemical	MESH:C026381
2-Amino-3-carboxymuconate	Chemical	MESH:C558759
semialdehyde	Chemical	MESH:C009338
2-Aminomuconate semialdehyde	Chemical	MESH:C009338
5-Hydroxy-L-tryptophan	Chemical	NA
5-Hydroxy-N-formylkynurenine	Chemical	MESH:D009584
5-Hydroxykynurenine	Chemical	MESH:C029366
5-Hydroxykynurenamine	Chemical	MESH:C001402
Tryptophan	Chemical	NA
