word	mesh	match	name	doid
cancer	NA	cancer	cancer	DOID:162
Hepatitis	NA	hepatitis	hepatitis	DOID:2237
disease	NA	disease	disease	DOID:4
disease	NA	disease	disease	DOID:4
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
Hepatitis	NA	hepatitis	hepatitis	DOID:2237
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
Hepatitis C	NA	hepatitis C	hepatitis C	DOID:1883
liver disease	NA	liver disease	liver disease	DOID:409
Breast cancer	NA	breast cancer	breast cancer	DOID:1612
Colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
Prostate cancer	NA	prostate cancer	prostate cancer	DOID:10283
