word	mesh	match	name	chebi
1,3-phosphoglycerate	mesh:C005156	NA	NA	NA
3-phosphoglycerate	mesh:C005156	NA	NA	NA
2-phosphoglycerate	mesh:C008885	NA	NA	NA
Fructose	mesh:D005632	Fructose	fructose	chebi:28757
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Glyceraldehyde	mesh:D005985	Glyceraldehyde	glyceraldehyde	chebi:5445
Glycerol-3P	mesh:D005990	Glycerol	glycerol	chebi:17754
Hexosamine	mesh:D006595	Hexosamines	hexosamine	chebi:24586
Pyruvate	mesh:D011773	NA	NA	NA
Serine	mesh:D012694	Serine	L-serine	chebi:17115
Lactate	mesh:D019344	NA	NA	NA
