word	mesh	match	name	doid
immunodeficiency	mesh:D007153	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
Cancer	mesh:D009369	NA	NA	NA
carinoma	NA	NA	NA	NA
leukemia	mesh:D007938	NA	NA	NA
Colorectal Pancreatic Human  cancer papilomavcroRNAs	mesh:D010190	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
CYPIAT	NA	NA	NA	NA
sarcoma	mesh:D012509	Sarcoma	sarcoma	doid:1115
cancer	mesh:D009369	NA	NA	NA
Hepatitis	mesh:D056486	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
infection  Hepatitis	mesh:D056486	NA	NA	NA
atherosclerosis	mesh:D050197	NA	NA	NA
