word	source	identifier
L-glutamate		
N-acetylglutamate	MESH	D009584
ArgB	MESH	C076685
glutamyl phosphate	MESH	C040262
N-acetylglutamyl phosphate	MESH	C416671
NADPH	MESH	D009249
ArgC	MESH	C076685
NADP	MESH	D009249
glutamyl semialdehyde	MESH	C009338
N-acetylglutamyl semialdehyde	MESH	C416671
Gln	MESH	C544323
HCO	MESH	C504136
pyrroline 5-carboxylate	MESH	C015485
N-acetyl ornithine	MESH	C003305
L-proline	MESH	C489032
ornithine	MESH	C008973
carbamoyl phosphate	MESH	D002221
citrulline	MESH	C071162
argininosuccinate	MESH	C042049
ArgH	MESH	C076685
L-arginine		
