word	mesh	match	name	doid
LPS	mesh:C536528	Van der Woude syndrome	Van der Woude syndrome	doid:0060239
LPS	mesh:C536528	Van der Woude syndrome	Van der Woude syndrome	doid:0060239
LPS	mesh:C536528	Van der Woude syndrome	Van der Woude syndrome	doid:0060239
CHTE	OMIM:300888	NA	NA	NA
XIAP	mesh:C564469	NA	NA	NA
LPS	mesh:C536528	Van der Woude syndrome	Van der Woude syndrome	doid:0060239
SIAFIC FLIP XIAP	mesh:C564469	NA	NA	NA
LPS	mesh:C536528	Van der Woude syndrome	Van der Woude syndrome	doid:0060239
XIAP	mesh:C564469	NA	NA	NA
LPS	mesh:C536528	Van der Woude syndrome	Van der Woude syndrome	doid:0060239
