word	type	identifier
8-Carotene	Chemical	MESH:D002338
Carotene	Chemical	MESH:D002338
Zeinoxanthin	Chemical	MESH:C503770
Lutein	Chemical	MESH:D014975
Phytoene	Chemical	MESH:C100185
Z-ISO	Chemical	MESH:D007545
C-carotene	Chemical	MESH:D002338
Lycopene	Chemical	MESH:C015329
Carotene	Chemical	MESH:D002338
B-Carotene	Chemical	MESH:D002338
Zeaxanthin	Chemical	MESH:D065146
Antheraxanthin	Chemical	MESH:C031140
violaxanthin	Chemical	MESH:C005613
Neoxanthin	Chemical	MESH:C011947
Abscisic acid	Chemical	MESH:D000040
