word	mesh	match	name	chebi
Sucrose	mesh:D013395	Sucrose	sucrose	chebi:17992
Chlorogenic acid	mesh:D002726	Chlorogenic Acid	chlorogenic acid	chebi:16112
phenylalanine	mesh:C119108	Leu-Phe	leucyl-phenylalanine	chebi:73585
Cinnamic acid	mesh:C029010	NA	NA	NA
Cinnamoyl-CoA	mesh:C022903	NA	NA	NA
UDP	mesh:D014530	Uridine Diphosphate	UDP	chebi:17659
glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Tyrosine a-D-Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
P-Coumaric acid	mesh:C032171	NA	NA	NA
P-Coumaroyl-CoA	mesh:C058644	NA	NA	NA
Sucrose	mesh:D013395	Sucrose	sucrose	chebi:17992
Sucrose	mesh:D013395	Sucrose	sucrose	chebi:17992
P-Coumaroyl shikimic acid	mesh:D012765	NA	NA	NA
P-Coumaroyl quinic acid	mesh:D011801	NA	NA	NA
Sucrose	mesh:D013395	Sucrose	sucrose	chebi:17992
Fructose	mesh:D005632	Fructose	fructose	chebi:28757
Caffcic-acid	mesh:D000596	NA	NA	NA
Caffeoyl shikimic acid	mesh:D012765	NA	NA	NA
Caflooyl-CoA	mesh:C065987	NA	NA	NA
Chlorogenic acid	mesh:D002726	Chlorogenic Acid	chlorogenic acid	chebi:16112
