word	mesh	match	name	chebi
S-Adenosyl methionine	mesh:C468227	NA	NA	NA
Methionine	mesh:D008715	NA	NA	NA
methionine	mesh:D008715	NA	NA	NA
DCA	mesh:C048628	NA	NA	NA
Cystathionine	mesh:D003540	Cystathionine	cystathionine	chebi:17755
Homocysteine	mesh:D006710	Homocysteine	homocysteine	chebi:17230
homocysteine	mesh:D006710	Homocysteine	homocysteine	chebi:17230
cystathionine	mesh:D003540	Cystathionine	cystathionine	chebi:17755
ketobutyrate	mesh:C005087	NA	NA	NA
Cysteine	mesh:D003545	Cysteine	cysteine	chebi:15356
taurine	mesh:D013654	Taurine	taurine	chebi:15891
hypotaurine	mesh:C003949	NA	NA	NA
cysteine	mesh:D003545	Cysteine	cysteine	chebi:15356
2-aminobutyrate	mesh:D000613	NA	NA	NA
glutamate	NA	NA	NA	NA
Hypotaurine	mesh:C003949	NA	NA	NA
glycine	mesh:D005998	Glycine	glycine	chebi:15428
glutathione	mesh:D005978	Glutathione	glutathione	chebi:16856
Glutathione	mesh:D005978	Glutathione	glutathione	chebi:16856
