word	type	identifier
Cytosine	Chemical	MESH:D003596
5-hydroxymethyl	Chemical	MESH:C012367
Cytosine	Chemical	MESH:D003596
Dimethyl	Chemical	MESH:C032720
glycine	Chemical	MESH:D005998
Choline	Chemical	MESH:D002794
Folate	Chemical	MESH:D005492
Folate	Chemical	MESH:D005492
Methionine THF	Chemical	MESH:C006461
5-methyl-Cytosine SAdoHcy	Chemical	MESH:D003596
Homocysteine	Chemical	MESH:D006710
Cystathionine	Chemical	MESH:D003540
Cysteine	Chemical	MESH:D003545
serine	Chemical	MESH:C047902
5-formyl	Chemical	MESH:C053858
5-methyl	Chemical	MESH:C031105
THF	Chemical	MESH:C006461
THF	Chemical	MESH:C006461
glycine	Chemical	MESH:D005998
Purine	Chemical	MESH:D011687
formyl	Chemical	MESH:C053858
THF	Chemical	MESH:C006461
methylene	Chemical	MESH:D008752
THF	Chemical	MESH:C006461
methenyl	Chemical	MESH:C018092
THF	Chemical	MESH:C006461
