word	mesh	match	name	chebi
Nicotinic acid mononucleotide	mesh:C002953	nicotinic acid mononucleotide	nicotinate mononucleotide	chebi:37008
N-Methylnicotinamide	mesh:C008472	NA	NA	NA
Nicotinic acid-adenine dinucleotide	mesh:C018348	deamido-NAD(+)	nicotinic acid adenine dinucleotide	chebi:18304
ADP-ribose	mesh:D000246	Adenosine Diphosphate Ribose	ADP-D-ribose	chebi:16960
Aldehyde	mesh:D000447	Aldehydes	aldehyde	chebi:17478
Nicotinamide	mesh:D009536	Niacinamide	nicotinamide	chebi:17154
nicotinamide	mesh:D009536	Niacinamide	nicotinamide	chebi:17154
Nicotinamide mononucleotide	mesh:D009537	NA	NA	NA
Quinolinate phosphoribosyl	mesh:D017378	NA	NA	NA
Quinolinic acid	mesh:D017378	NA	NA	NA
