word	mesh	match	name	chebi
Pentose phosphate	mesh:D010429	Pentoses	pentose	chebi:25901
NAD	mesh:D009243	NAD	NAD(+)	chebi:15846
NADH	mesh:D009243	NAD	NAD(+)	chebi:15846
TCA	mesh:C000589078	NA	NA	NA
NAD(P)+	mesh:D009243	NAD	NAD(+)	chebi:15846
NAD(P)H	mesh:D009243	NAD	NAD(+)	chebi:15846
FAD	mesh:D005182	Flavin-Adenine Dinucleotide	FAD	chebi:16238
Formate	mesh:D005561	NA	NA	NA
Pyruvate	mesh:D011773	NA	NA	NA
Sulfide	mesh:D013440	NA	NA	NA
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
PFL PFOR	mesh:C062400	NA	NA	NA
Ethanol	mesh:D000431	Ethanol	ethanol	chebi:16236
2H	mesh:D006859	Hydrogen	dihydrogen	chebi:18276
Sulfite	mesh:D013447	Sulfites	sulfites	chebi:26823
thiosulfate	mesh:D013885	NA	NA	NA
NH	mesh:D000641	Ammonia	ammonia	chebi:16134
Mo	mesh:D008982	Molybdenum	molybdenum atom	chebi:28685
Coproporphyrinogen	mesh:D003305	Coproporphyrinogens	coproporphyrinogen	chebi:15438
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
ADP	mesh:D000244	NA	NA	NA
NADP	mesh:D009249	NA	NA	NA
NADPH	mesh:D009249	NA	NA	NA
dNTP	mesh:C065818	NA	NA	NA
Molybate	NA	NA	NA	NA
Ferrous	mesh:D005296	NA	NA	NA
Sugar	mesh:D002241	Carbohydrates	carbohydrate	chebi:16646
