word	mesh	match	name	chebi
Fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
Malonyl-CoA	mesh:D008316	Malonyl Coenzyme A	malonyl-CoA	chebi:15531
NADPH	mesh:D009249	NA	NA	NA
NADP	mesh:D009249	NA	NA	NA
Palmitic acid	mesh:D019308	Palmitic Acid	hexadecanoic acid	chebi:15756
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Triglycerides	mesh:D014280	Triglycerides	triglyceride	chebi:17855
Ribose-5-phosphate	mesh:C031626	ribose phosphate	ribose-5-phosphate	chebi:26562
Nucleotide	mesh:D009711	Nucleotides	nucleotide	chebi:36976
Glucose-6-phosphate Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Pentose phosphate	mesh:D010429	Pentoses	pentose	chebi:25901
Lactate	mesh:D019344	NA	NA	NA
Bile acids	mesh:D001647	NA	NA	NA
Glyceraldehyde-3-phosphate	mesh:D005986	Glyceraldehyde 3-Phosphate	glyceraldehyde 3-phosphate	chebi:17138
Phosphoglycerate	mesh:C008885	NA	NA	NA
Serine-palmitoyl	mesh:C047210	NA	NA	NA
Pyruvate	mesh:D011773	NA	NA	NA
Palmitoyl	mesh:C032023	NA	NA	NA
L-serine	mesh:C047902	NA	NA	NA
3-ketosphinganine	mesh:C002882	NA	NA	NA
Sphingolipid	mesh:D013107	Sphingolipids	sphingolipid	chebi:26739
Phosphoenolpyruvate	mesh:D010728	Phosphoenolpyruvate	phosphoenolpyruvate	chebi:18021
Glycocholic acid	mesh:D006000	NA	NA	NA
Glycochenodeoxycholic acid	mesh:D005999	Glycochenodeoxycholic Acid	glycochenodeoxycholic acid	chebi:36274
Taurocholic acid	mesh:D013656	Taurocholic Acid	taurocholic acid	chebi:28865
Taurochenodeoxycholic acid	mesh:D013655	NA	NA	NA
Glycoursodeoxycholic acid	mesh:C024033	NA	NA	NA
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
