word	mesh	match	name	chebi
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
Statin	mesh:D019821	Simvastatin	simvastatin	chebi:9150
Mevalonate	mesh:D008798	NA	NA	NA
Isopentyl	mesh:C029683	NA	NA	NA
Geranyl	mesh:C031049	teprenone	geranylgeranylacetone	chebi:31649
Farnesyl-PP Geranylgeranyl-PP	mesh:C466065	NA	NA	NA
FPP	mesh:C039834	NA	NA	NA
Squalene	mesh:D013185	Squalene	squalene	chebi:15440
GGPP	mesh:C002963	2-trans,6-trans,10-trans-geranylgeranyl diphosphate	geranylgeranyl pyrophosphate	chebi:48861
Cholesterol	mesh:D002784	Cholesterol	cholesterol	chebi:16113
