word	mesh	match	name	doid
arthritis	NA	arthritis	arthritis	DOID:848
disease	NA	disease	disease	DOID:4
ischemia	NA	ischemia	ischemia	DOID:326
cancer	NA	cancer	cancer	DOID:162
disease	NA	disease	disease	DOID:4
cancer	NA	cancer	cancer	DOID:162
Psoriasis	NA	psoriasis	psoriasis	DOID:8893
disease	NA	disease	disease	DOID:4
Cholangiocarcinoma	NA	cholangiocarcinoma	cholangiocarcinoma	DOID:4947
cancer	NA	cancer	cancer	DOID:162
Osteosarcoma	NA	osteosarcoma	osteosarcoma	DOID:3347
Rheumatoid arthritis	NA	rheumatoid arthritis	rheumatoid arthritis	DOID:7148
lupus erythematosus	NA	lupus erythematosus	lupus erythematosus	DOID:8857
Ovarian cancer	NA	ovarian cancer	ovarian cancer	DOID:2394
Colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
Systemic lupus erythematosus	NA	systemic lupus erythematosus	systemic lupus erythematosus	DOID:9074
Inflammatory bowel disease	NA	inflammatory bowel disease	inflammatory bowel disease	DOID:0050589
