word	mesh	match	name	doid
Osteosarcoma	NA	osteosarcoma	osteosarcoma	DOID:3347
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
adenocarcinoma	NA	adenocarcinoma	adenocarcinoma	DOID:299
Breast cancer	NA	breast cancer	breast cancer	DOID:1612
Colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
Lung cancer	NA	lung cancer	lung cancer	DOID:1324
Pancreatic ductal adenocarcinoma	NA	pancreatic ductal adenocarcinoma	pancreatic ductal adenocarcinoma	DOID:3498
