word	type	identifier
phenylalanine	Chemical	MESH:C119108
phenylalanine	Chemical	MESH:C119108
3-dehydro	Chemical	MESH:C063018
shikimic acid  MeO	Chemical	MESH:D012765
naringenin	Chemical	MESH:C005273
chalcone	Chemical	MESH:D047188
CHI	Chemical	MESH:C084533
cinnamic acid	Chemical	MESH:C029010
3,4-dihydroxy	Chemical	MESH:C063423
benzoate 23,4-dihydroxy	Chemical	MESH:D001565
benzoate	Chemical	MESH:D001565
OH O naringenin	Chemical	MESH:C005273
malonyl	Chemical	MESH:D008316
DCS	Chemical	MESH:C116158
feruloyldiketide	Chemical	NA
p-hydroxy	Chemical	MESH:C066112
benzoic acid	Chemical	MESH:D019817
3,4-dihydroxy	Chemical	MESH:C063423
benzoate	Chemical	MESH:D001565
OMe	Chemical	MESH:C091723
3x malonyl-CoA	Chemical	MESH:D008316
curcumin p-coumarate	Chemical	MESH:D003474
coniferyl	Chemical	MESH:C010559
OMe	Chemical	MESH:C091723
p-coumaroyl	Chemical	MESH:C540136
MeO	Chemical	MESH:C526611
aldehyde	Chemical	MESH:D000447
coumaryl	Chemical	MESH:C502573
alcohol	Chemical	MESH:D000431
OMe	Chemical	MESH:C091723
p-hydroxy	Chemical	MESH:C066112
benzoic acid	Chemical	MESH:D019817
p-hydroxy	Chemical	MESH:C066112
benzoyl-CoA	Chemical	MESH:C037817
phosphate	Chemical	MESH:D010710
caffeoyl	Chemical	MESH:C058645
OMe	Chemical	MESH:C091723
OH	Chemical	MESH:C031356
caffeic	Chemical	MESH:D002109
6-hydroxy	Chemical	MESH:D006880
feruloyl-CoA	Chemical	MESH:C119167
scopoletin	Chemical	MESH:D012603
acetyl	Chemical	MESH:C011632
OMe	Chemical	MESH:C091723
OMe	Chemical	MESH:C091723
coniferyl	Chemical	MESH:C010559
coniferyl	Chemical	MESH:C010559
coniferyl	Chemical	MESH:C010559
ferulate p-hydroxybenzoate acetate  MeO	Chemical	MESH:C530806
caffeoyl	Chemical	MESH:C058645
OMe	Chemical	MESH:C091723
OMe	Chemical	MESH:C091723
O-glucose	Chemical	MESH:D005947
coniferin	Chemical	MESH:C016316
dihydroconifer	Chemical	NA
aldehyde	Chemical	MESH:D000447
aldehyde	Chemical	MESH:D000447
feruloyl	Chemical	MESH:C119167
OMe	Chemical	MESH:C091723
4-0-methyl	Chemical	MESH:C084281
alcohol	Chemical	MESH:D000431
OMe	Chemical	MESH:C091723
OMe MeO  F5H	Chemical	MESH:C091723
ferulic acid	Chemical	MESH:C004999
vanillin	Chemical	MESH:C100058
OMe	Chemical	MESH:C091723
5-hydroxyconifer	Chemical	MESH:C068492
aldehyde	Chemical	MESH:D000447
OMe MeO	Chemical	MESH:C091723
OMe MeO	Chemical	MESH:C091723
coniferyl 5-hydroxyconiferyl	Chemical	MESH:C405696
alcohol	Chemical	MESH:D000431
alcohol	Chemical	MESH:D000431
4-0-methyl	Chemical	MESH:C084281
sinapyl	Chemical	MESH:C533261
alcohol	Chemical	MESH:D000431
benzoyl	Chemical	MESH:C033901
OMe MeO	Chemical	MESH:C091723
aldehyde	Chemical	MESH:D000447
sinapyl	Chemical	MESH:C533261
sinapyl	Chemical	MESH:C533261
sinapyl	Chemical	MESH:C533261
p-coumarate p-hydroxybenzoate benzoate	Chemical	MESH:C478851
OMe MeO	Chemical	MESH:C091723
sinapyl	Chemical	MESH:C533261
alcohol	Chemical	MESH:D000431
OMe	Chemical	MESH:C091723
sinapyl	Chemical	MESH:C533261
acetate	Chemical	MESH:D000085
OMe	Chemical	MESH:C091723
acetyl	Chemical	MESH:C011632
OMe	Chemical	MESH:C091723
