word	mesh	match	name	doid
carcinoma	NA	carcinoma	carcinoma	DOID:305
Cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
Cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
Hepatocellular carcinoma	NA	hepatocellular carcinoma	hepatocellular carcinoma	DOID:684
Lung Cancer	NA	lung cancer	lung cancer	DOID:1324
Cervical cancer	NA	cervical cancer	cervical cancer	DOID:4362
Ovarian Cancer	NA	ovarian cancer	ovarian cancer	DOID:2394
Breast cancer	NA	breast cancer	breast cancer	DOID:1612
Breast cancer	NA	breast cancer	breast cancer	DOID:1612
Pancreatic cancer	NA	pancreatic cancer	pancreatic cancer	DOID:1793
Breast cancer	NA	breast cancer	breast cancer	DOID:1612
