word	mesh	match	name	chebi
Porphyrin	mesh:D011166	Porphyrins	porphyrins	chebi:26214
chlorophyll	mesh:D002734	NA	NA	NA
Terpenoid	mesh:D013729	terpene	Terpenes	chebi:35186
pyruvate	mesh:D011773	NA	NA	NA
K03404	mesh:D011188	Potassium	potassium atom	chebi:26216
K02492	mesh:D011188	Potassium	potassium atom	chebi:26216
K01662	mesh:D011188	Potassium	potassium atom	chebi:26216
Glutamate-1-semialdehyde	NA	NA	NA	NA
5-phosphate	mesh:D010710	NA	NA	NA
K03405	mesh:D011188	Potassium	potassium atom	chebi:26216
K01845	mesh:D011188	Potassium	potassium atom	chebi:26216
Mg-protoporphyrin	mesh:C039629	NA	NA	NA
5-Aminolevulinate	mesh:D000622	Aminolevulinic Acid	5-aminolevulinic acid	chebi:17549
K00099	mesh:D011188	Potassium	potassium atom	chebi:26216
2-C-Methyl-D-erythritol	mesh:C114232	NA	NA	NA
4-phosphate	mesh:D010710	NA	NA	NA
monomethyl ester	mesh:C027265	NA	NA	NA
K04035	mesh:D011188	Potassium	potassium atom	chebi:26216
chlA	mesh:C490649	NA	NA	NA
K04034	mesh:D011188	Potassium	potassium atom	chebi:26216
K01749	mesh:D011188	Potassium	potassium atom	chebi:26216
Hydroxymethyl	mesh:C020420	NA	NA	NA
bilane	mesh:C024393	NA	NA	NA
Cytidine 5-diphospho	mesh:C053860	NA	NA	NA
2-C-methyl-D-erythritol	mesh:C114232	NA	NA	NA
Divinyl	mesh:C031763	NA	NA	NA
protochlorophyllide	mesh:D011521	Protochlorophyllide	protochlorophyllide	chebi:16673
K01719	mesh:D011188	Potassium	potassium atom	chebi:26216
N	mesh:D009584	Nitrogen	dinitrogen	chebi:17997
Uroporphyrin	mesh:D014578	NA	NA	NA
2-Phospho-4-(cytidine 5-diphospho)	mesh:C053860	NA	NA	NA
Protochlorophyllide	mesh:D011521	Protochlorophyllide	protochlorophyllide	chebi:16673
K01599	mesh:D011188	Potassium	potassium atom	chebi:26216
K01770	mesh:D011188	Potassium	potassium atom	chebi:26216
Coproporphyrin	mesh:D003306	NA	NA	NA
K00218	mesh:D011188	Potassium	potassium atom	chebi:26216
K04039	mesh:D011188	Potassium	potassium atom	chebi:26216
2,4-cyclodiphosphate	mesh:C443879	NA	NA	NA
K02495	mesh:D011188	Potassium	potassium atom	chebi:26216
K00228	mesh:D011188	Potassium	potassium atom	chebi:26216
K04037	mesh:D011188	Potassium	potassium atom	chebi:26216
K04038	mesh:D011188	Potassium	potassium atom	chebi:26216
Protoporphyrinogen	mesh:C011539	protoporphyrinogen	protoporphyrinogen	chebi:15435
Chlorophyllide	mesh:C034388	NA	NA	NA
K03526	mesh:D011188	Potassium	potassium atom	chebi:26216
K00231	mesh:D011188	Potassium	potassium atom	chebi:26216
K04040	mesh:D011188	Potassium	potassium atom	chebi:26216
1-Hydroxy-2-methyl	mesh:C053895	NA	NA	NA
Protoporphyrin	mesh:D011524	Protoporphyrins	protoporphyrins	chebi:26361
2-butenyl 4-diphosphate	mesh:C467061	NA	NA	NA
K03527	mesh:D011188	Potassium	potassium atom	chebi:26216
K01772	mesh:D011188	Potassium	potassium atom	chebi:26216
