word	mesh	match	name	doid
RALD	NA	NA	NA	NA
ECD	mesh:C574275	NA	NA	NA
DRD	mesh:C538007	Dystonia, Dopa-responsive	dystonia 5	doid:0090043
ECD	mesh:C574275	NA	NA	NA
DRD	mesh:C538007	Dystonia, Dopa-responsive	dystonia 5	doid:0090043
ECD	mesh:C574275	NA	NA	NA
ECD	mesh:C574275	NA	NA	NA
RALD	NA	NA	NA	NA
RALD	NA	NA	NA	NA
DRD	mesh:C538007	Dystonia, Dopa-responsive	dystonia 5	doid:0090043
DRD	mesh:C538007	Dystonia, Dopa-responsive	dystonia 5	doid:0090043
JMML LCH	mesh:D054429	NA	NA	NA
ECD	mesh:C574275	NA	NA	NA
DRD	mesh:C538007	Dystonia, Dopa-responsive	dystonia 5	doid:0090043
ECD	mesh:C574275	NA	NA	NA
ECD	mesh:C574275	NA	NA	NA
ECD	mesh:C574275	NA	NA	NA
