word	mesh	match	name	chebi
2-Phosphoglycerate	mesh:C008885	NA	NA	NA
Phosphatidylethanolamine	mesh:C483858	NA	NA	NA
Acetate	mesh:D000085	Acetates	acetate ester	chebi:47622
Diacylglycerol	mesh:D004075	Diglycerides	diglyceride	chebi:18035
Fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Fatty acids	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
D-Fructose-1,6-P2	mesh:D005632	Fructose	fructose	chebi:28757
D-Fructose-6P	mesh:D005632	Fructose	fructose	chebi:28757
D-Glucose-6P	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
D-Glyceraldehyde-3P	mesh:D005985	Glyceraldehyde	glyceraldehyde	chebi:5445
Acylglycerol-3P	mesh:D005989	Glycerides	glyceride	chebi:47778
Glycerol	mesh:D005990	Glycerol	glycerol	chebi:17754
Glycerol-3P	mesh:D005990	Glycerol	glycerol	chebi:17754
Malate	mesh:D008293	Malates	malate	chebi:25115
Malonyl CoA	mesh:D008316	Malonyl Coenzyme A	malonyl-CoA	chebi:15531
Oxaloacetate	mesh:D010071	NA	NA	NA
Palmitate	mesh:D010168	NA	NA	NA
Pentose-phosphate	mesh:D010429	Pentoses	pentose	chebi:25901
Phosphatidylcholine	mesh:D010713	Phosphatidylcholines	phosphatidylcholine(1+)	chebi:49183
Phosphoenolpyruvate	mesh:D010728	Phosphoenolpyruvate	phosphoenolpyruvate	chebi:18021
Pyruvate	mesh:D011773	NA	NA	NA
pyruvate	mesh:D011773	NA	NA	NA
Triacylglycerol	mesh:D014280	Triglycerides	triglyceride	chebi:17855
UDP	mesh:D014530	Uridine Diphosphate	UDP	chebi:17659
