word	source	identifier
NO2 Nitro	MESH	D012406
Nitrenium		
Carbenium		
N-hydroxyaristolactam-I	MESH	C062050
N-sulfoxyaristolactam-I	MESH	C062050
O	MESH	D013481
OSO	MESH	C569197
OCOCH		
PhIP	MESH	C049584
N-hydroxy-PhIP	MESH	C049584
N-sulfoxy-PhIP	MESH	C049584
N-acetoxy-PhIP Nitrenium	MESH	C096092
trans-1,2-dihydrodiol-5	MESH	C507866
methylchrysene	MESH	C529617
2-dihydrodiol-3,4	MESH	C507866
epoxide-5-methylchrysene	MESH	C037783
5-methylchrysene	MESH	C008422
dG-N-5-methylchrysene-diolepoxide	MESH	C008422
N CH3	MESH	C055635
N-atamoxifen	MESH	D009584
tamoxifen	MESH	D013629
ahydroxytamoxifen		
sulfoxytamoxifen		
dG-N-4-hydroxytamoxifen	MESH	C016601
4-hydroxytamoxifen	MESH	C016601
4-hydroxytamoxifen quinone methide	MESH	C068040
(Z)-dG-N-4-hydroxytamoxifen	MESH	C016601
