word	mesh	match	name	chebi
naringenin	mesh:C005273	NA	NA	NA
chrysoeriol	mesh:C007054	NA	NA	NA
coniferyl alcohol	mesh:C010559	coniferol	coniferyl alcohol	chebi:17745
tricin	mesh:C017769	NA	NA	NA
caffeoyl-CoA	mesh:C058645	NA	NA	NA
coniferaldehyde	mesh:C075384	NA	NA	NA
sinapaldehyde	mesh:C075386	NA	NA	NA
p-coumaryl alcohol	mesh:C495469	NA	NA	NA
sinapyl alcohol	mesh:C496130	NA	NA	NA
cinnamate	mesh:D002934	Cinnamates	cinnamates	chebi:36091
H-lignin	mesh:D008031	lignin	Lignin	chebi:6457
L-phenylalanine	mesh:D010649	Phenylalanine	phenylalanine	chebi:28044
quinate	mesh:D011801	NA	NA	NA
L-tyrosine	mesh:D014443	Tyrosine	L-tyrosine	chebi:17895
chalcone	mesh:D047188	Chalcones	chalcones	chebi:23086
apigenin	mesh:D047310	Apigenin	apigenin	chebi:18388
luteolin	mesh:D047311	Luteolin	luteolin	chebi:15864
