word	mesh	match	name	doid
Depression	mesh:D000275	Adjustment Disorders	adjustment disorder	doid:507
craniosynostosis	mesh:D003398	NA	NA	NA
craniosynostosis	mesh:D003398	NA	NA	NA
HPD	mesh:D004421	NA	NA	NA
Acrocephalosyndactyly	mesh:D000168	NA	NA	NA
Crouzon syndrome	mesh:D003394	NA	NA	NA
ID	mesh:C537985	NA	NA	NA
Crouzon syndrome	mesh:D003394	NA	NA	NA
Stevenson cutis gyrata syndrome	mesh:C565129	Cutis Gyrata Syndrome of Beare And Stevenson	Beare-Stevenson cutis gyrata syndrome	doid:0050660
AD	mesh:D000544	NA	NA	NA
plagiocephaly	mesh:D059041	NA	NA	NA
trigonocephaly	mesh:D003398	NA	NA	NA
brachycephaly	mesh:D003398	NA	NA	NA
Craniosynostosis	mesh:D003398	NA	NA	NA
Craniosynostosis	mesh:D003398	NA	NA	NA
AD	mesh:D000544	NA	NA	NA
