word	mesh	match	name	chebi
Cholic acid	NA	CHOLIC ACID	3alpha,7alpha,12alpha-trihydroxy-5beta-cholan-24-oic acid	chebi:16359
Glycocholic acid	NA	GLYCOCHOLIC ACID	N-(3alpha,7alpha,12alpha-trihydroxy-5beta-cholan-24-oyl)glycine	chebi:17687
Butyryl-CoA	NA	Butyryl-CoA	3'-phosphoadenosine 5'-(3-{(3R)-4-[(3-{[2-(butanoylsulfanyl)ethyl]amino}-3-oxopropyl)amino]-3-hydroxy-2,2-dimethyl-4-oxobutyl} dihydrogen diphosphate)	chebi:15517
Butyric acid	NA	butyric acid	butanoic acid	chebi:30772
Tryptophan	NA	tryptophan	(2S)-2-azaniumyl-3-(1H-indol-3-yl)propanoate	chebi:57912
2-hydroxybutyric acid	NA	2-Hydroxybutyric acid	(2S)-2-hydroxybutanoic acid	chebi:50613
Undecanedioic acid	NA	undecanedioic acid	undecanedioic acid	chebi:73713
Methionine	NA	Methionine	L-methionine	chebi:16643
Taurine	NA	taurine	taurine	chebi:507393
Cholic acid	NA	CHOLIC ACID	3alpha,7alpha,12alpha-trihydroxy-5beta-cholan-24-oic acid	chebi:16359
Tryptophan	NA	tryptophan	(2S)-2-azaniumyl-3-(1H-indol-3-yl)propanoate	chebi:57912
Methionine	NA	Methionine	L-methionine	chebi:16643
Glycocholic acid	NA	GLYCOCHOLIC ACID	N-(3alpha,7alpha,12alpha-trihydroxy-5beta-cholan-24-oyl)glycine	chebi:17687
Butyryl-CoA	NA	Butyryl-CoA	3'-phosphoadenosine 5'-(3-{(3R)-4-[(3-{[2-(butanoylsulfanyl)ethyl]amino}-3-oxopropyl)amino]-3-hydroxy-2,2-dimethyl-4-oxobutyl} dihydrogen diphosphate)	chebi:15517
2-hydroxybutyric acid	NA	2-Hydroxybutyric acid	(2S)-2-hydroxybutanoic acid	chebi:50613
Undecanedioic acid	NA	undecanedioic acid	undecanedioic acid	chebi:73713
Taurine	NA	taurine	taurine	chebi:507393
Butyric acid	NA	butyric acid	butanoic acid	chebi:30772
