organism_id	organism_name	organism_group	word	match	ncbigene_symbol	ncbigene_id	source	count_direct	count_synonym	count_match
9606	Homo sapiens	Primates	She	SHE	SHE	126669	ncbigene_symbol	9	14	20
9606	Homo sapiens	Primates	NGF	NGF	NGF	4803	ncbigene_symbol	9	14	20
9606	Homo sapiens	Primates	NF-1	NF1	NF1	4763	ncbigene_symbol	9	14	20
9606	Homo sapiens	Primates	hnRNP&actin	HNRNP	HNRNPC	3183	ncbigene_synonym	9	14	20
9606	Homo sapiens	Primates	hnRNP&actin	HNRNP	HNRNPDL	9987	ncbigene_synonym	9	14	20
9606	Homo sapiens	Primates	hnRNP&actin	ACTIN	ACTA1	58	famplex_relations	9	14	20
9606	Homo sapiens	Primates	hnRNP&actin	ACTIN	ACTA2	59	famplex_relations	9	14	20
9606	Homo sapiens	Primates	hnRNP&actin	ACTIN	ACTB	60	famplex_relations	9	14	20
9606	Homo sapiens	Primates	hnRNP&actin	ACTIN	ACTC1	70	famplex_relations	9	14	20
9606	Homo sapiens	Primates	hnRNP&actin	ACTIN	ACTG1	71	famplex_relations	9	14	20
9606	Homo sapiens	Primates	hnRNP&actin	ACTIN	ACTG2	72	famplex_relations	9	14	20
9606	Homo sapiens	Primates	TrkA	TRKA	NTRK1	4914	ncbigene_synonym	9	14	20
9606	Homo sapiens	Primates	RET	RET	RET	5979	ncbigene_symbol	9	14	20
9606	Homo sapiens	Primates	Ras	RAS	KRAS	3845	famplex_relations	9	14	20
9606	Homo sapiens	Primates	Ras	RAS	HRAS	3265	famplex_relations	9	14	20
9606	Homo sapiens	Primates	Ras	RAS	NRAS	4893	famplex_relations	9	14	20
9606	Homo sapiens	Primates	MEN-1	MEN1	MEN1	4221	ncbigene_symbol	9	14	20
9606	Homo sapiens	Primates	Akt	AKT	AKT1	207	ncbigene_synonym	9	14	20
9606	Homo sapiens	Primates	Akt	AKT	AKT2	208	famplex_relations	9	14	20
9606	Homo sapiens	Primates	Akt	AKT	AKT3	10000	famplex_relations	9	14	20
9606	Homo sapiens	Primates	Raf	RAF	ZHX2	22882	ncbigene_synonym	9	14	20
9606	Homo sapiens	Primates	Raf	RAF	ARAF	369	famplex_relations	9	14	20
9606	Homo sapiens	Primates	Raf	RAF	BRAF	673	famplex_relations	9	14	20
9606	Homo sapiens	Primates	Raf	RAF	RAF1	5894	famplex_relations	9	14	20
9606	Homo sapiens	Primates	MTOR	MTOR	MTOR	2475	ncbigene_symbol	9	14	20
9606	Homo sapiens	Primates	VHL	VHL	VHL	7428	ncbigene_symbol	9	14	20
9606	Homo sapiens	Primates	ERK1	ERK1	MAPK3	5595	ncbigene_synonym	9	14	20
9606	Homo sapiens	Primates	ERK1/2	ERK2	MAPK1	5594	ncbigene_synonym	9	14	20
9606	Homo sapiens	Primates	MYC	MYC	MYC	4609	ncbigene_symbol	9	14	20
9606	Homo sapiens	Primates	MAK	MAK	MAK	4117	ncbigene_symbol	9	14	20
9606	Homo sapiens	Primates	MAK	MAK	ALPK3	57538	ncbigene_synonym	9	14	20
9606	Homo sapiens	Primates	SDH	SDH	SARDH	1757	ncbigene_synonym	9	14	20
9606	Homo sapiens	Primates	SDH	SDH	SDHB	6390	ncbigene_synonym	9	14	20
9606	Homo sapiens	Primates	SDH	SDH	SORD	6652	ncbigene_synonym	9	14	20
9606	Homo sapiens	Primates	SDH	SDH	SDS	10993	ncbigene_synonym	9	14	20
9606	Homo sapiens	Primates	POH1/2	POH1	PSMD14	10213	ncbigene_synonym	9	14	20
9606	Homo sapiens	Primates	POH1/2	P2	MPEG1	219972	ncbigene_synonym	9	14	20
