word	mesh	match	name	chebi
Fructose 6phosphate	mesh:C027618	NA	NA	NA
DMAPP	mesh:C043060	NA	NA	NA
Erythrose-4phospahto	mesh:C073321	erythrose	erythrose	chebi:33946
Phytoene	mesh:C100185	NA	NA	NA
Alanine	mesh:D000409	Alanine	alanine	chebi:16449
B-Carotene	mesh:D002338	Carotenoids	carotenoid	chebi:23044
Fructose	mesh:D005632	Fructose	fructose	chebi:28757
Isocitrate	mesh:D007523	NA	NA	NA
Oxaloacetate	mesh:D010071	NA	NA	NA
Pentose phosphate	mesh:D010429	Pentoses	pentose	chebi:25901
Giycerone-phosphate	mesh:D010710	NA	NA	NA
Glyceraldenyde-3-phosphate	mesh:D010710	NA	NA	NA
phosphate	mesh:D010710	NA	NA	NA
Phosphoenolpyruvate	mesh:D010728	Phosphoenolpyruvate	phosphoenolpyruvate	chebi:18021
Pyruvate	mesh:D011773	NA	NA	NA
Retinal	mesh:D012172	Retinaldehyde	all-trans-retinal	chebi:17898
Succinate	mesh:D013386	Succinates	succinate	chebi:26806
