word	source	identifier
trans-Cinnamie acid	MESH	D019787
L-Phenylalanine	MESH	C119108
para-Coumaric acid	MESH	C032171
L-Tyrosine		
Acetyl-CoA	MESH	D000105
Malonyl-CoA	MESH	D008316
para-Coumaryl-CoA	MESH	C502573
Stilbenes	MESH	D013267
Flavonols	MESH	D044948
Naringenin chalcone	MESH	C027329
Isoflavonols	MESH	C525189
E35H	MESH	D006859
Eriodictyol	MESH	C007619
Naringenin	MESH	C005273
Pentahydroxy-flavanone	MESH	C519649
Dihydroquercetin	MESH	C003377
Dihydrokaempferol	MESH	C080220
Dihydromyricetin	MESH	C472036
Leucocyanidin	MESH	C001532
Leucopelargonidin	MESH	C087775
Leucodelphinidin	MESH	C031451
Proanthocyanidins	MESH	D044945
Cyanidin	MESH	C017154
Pelargonidin	MESH	C066957
Delphinidin	MESH	C017185
Cyanidin-3-0-glucoside	MESH	C114438
Pelargonidin-3-0-glucoside	MESH	C078485
Delphinidin-3-0-glucoside	MESH	C494120
phenylpropanoid	MESH	C520402
flavonoid	MESH	D005419
