word	type	identifier
Dopamine	Chemical	MESH:D004298
6OMT	Chemical	MESH:C060706
Tyrosine	Chemical	NA
4-hydroxyphenyl	Chemical	MESH:C497826
acetaldehyde	Chemical	MESH:D000079
Norcoclaurine	Chemical	MESH:C012348
6OMT	Chemical	MESH:C060706
coclaurine	Chemical	MESH:C004690
N-methylcoclaurine	Chemical	MESH:D009584
hydroxyl	Chemical	MESH:D017665
N	Chemical	MESH:D009584
methylcoclaurine	Chemical	NA
Sanguinarine Berberine Noscapine	Chemical	MESH:D001599
4OMT	Chemical	MESH:C060706
4OMT	Chemical	MESH:C060706
canadine	Chemical	MESH:C004645
