word	mesh	match	name	chebi
Acyl-CoA	mesh:D000214	NA	NA	NA
Ethanol	mesh:D000431	Ethanol	ethanol	chebi:16236
amine	mesh:D000588	amine	Amines	chebi:32952
Cardiolipin	mesh:D002308	Cardiolipins	cardiolipin	chebi:28494
Choline	mesh:D002794	Choline	choline	chebi:15354
CDP	mesh:D003565	Cytidine Diphosphate	CDP	chebi:17239
Glycerol-3-P	mesh:D005990	Glycerol	glycerol	chebi:17754
Serine	mesh:D012694	Serine	L-serine	chebi:17115
Sphingolipids	mesh:D013107	Sphingolipids	sphingolipid	chebi:26739
sphingolipids	mesh:D013107	Sphingolipids	sphingolipid	chebi:26739
Sterols	mesh:D013261	Sterols	sterol	chebi:15889
