word	source	identifier
Ru5-P	MESH	D012428
2-PGA	MESH	C100008
PEP	MESH	C073248
OAA	MESH	C000588452
NADPH	MESH	D009249
NADH	MESH	D009243
NAD	MESH	D009243
5-phosphate	MESH	D010710
NADP	MESH	D009249
Malate	MESH	D008293
Amino	MESH	D000596
Acetaldehyde	MESH	D000079
Acetic acid	MESH	D019342
Acetyl CoA	MESH	D000105
Methanol	MESH	D000432
CDP	MESH	D003565
Formaldehyde	MESH	D005557
CDP-ME2P	MESH	D003565
Formate	MESH	D005561
Fatty acid	MESH	D005227
Fd	MESH	C498057
H	MESH	D006859
O 	MESH	D013481
Mevalonate	MESH	D008798
DMADP	MESH	C043060
Isoprene	MESH	C005059
Monoterpenes	MESH	D039821
GDP	MESH	D006153
Phylloquinone	MESH	D010837
Tocopherols	MESH	D024505
FDP	MESH	C020332
Glucose	MESH	D005947
Triterpenes	MESH	D014315
Sesquiterpenes	MESH	D012717
Abscisic acid	MESH	D000040
Ca0	MESH	D002118
pentose	MESH	D010429
phosphate	MESH	D010710
