word	type	identifier
TCA	Chemical	MESH:C000589078
NAD	Chemical	MESH:D009243
Lactate	Chemical	MESH:D019344
DHAP	Chemical	MESH:C017202
ATP	Chemical	MESH:D000255
NADH	Chemical	MESH:D009243
ADP	Chemical	MESH:D000244
ATP	Chemical	MESH:D000255
ADP	Chemical	MESH:D000244
Triose phosphate	Chemical	MESH:D014306
2NAD	Chemical	MESH:D009243
2NADH	Chemical	MESH:D009243
Glucose	Chemical	MESH:D005947
2ADP	Chemical	MESH:C414437
2ATP	Chemical	MESH:D000255
Glucose	Chemical	MESH:D005947
2ADP	Chemical	MESH:C414437
2ATP	Chemical	MESH:D000255
Phosphohexose	Chemical	NA
1,3-BPG	Chemical	MESH:C091495
Glyceraldehyde 3-phosphate	Chemical	MESH:D005986
Phosphoglycerate	Chemical	MESH:C008885
Phosphoglycerate	Chemical	MESH:C008885
2-PG	Chemical	MESH:D011453
Glycerol	Chemical	MESH:D005990
Pyruvate	Chemical	MESH:D011773
Pyruvate	Chemical	MESH:D011773
Glucose	Chemical	MESH:D005947
ATP	Chemical	MESH:D000255
Alanine	Chemical	MESH:D000409
ATP	Chemical	MESH:D000255
Citrate	Chemical	MESH:C102006
Glucose	Chemical	MESH:D005947
Pyruvate	Chemical	MESH:D011773
ADP	Chemical	MESH:D000244
Pyruvate	Chemical	MESH:D011773
Pyruvate	Chemical	MESH:D011773
Glucose	Chemical	MESH:D005947
