word	mesh	match	name	chebi
Anthranilic Acid	mesh:C031385	NA	NA	NA
L-Tryptophan	NA	NA	NA	NA
Indoleamine	NA	NA	NA	NA
Tryptophan	NA	NA	NA	NA
TDO	mesh:C041303	NA	NA	NA
N-Formylkynurenine	mesh:D009584	Nitrogen	dinitrogen	chebi:17997
L-Kynurenine	mesh:C029366	NA	NA	NA
KYN	mesh:C105630	NA	NA	NA
Kynurenine	mesh:C029366	NA	NA	NA
3-Hydroxykynurenine	mesh:C402223	NA	NA	NA
3-Hydroxyanthranilic Acid	mesh:D015095	NA	NA	NA
3-HANA	mesh:C070326	NA	NA	NA
3-Hydroxyanthranilic acid	mesh:D015095	NA	NA	NA
3-HAO	mesh:C420910	NA	NA	NA
Quinolinic Acid	mesh:D017378	NA	NA	NA
QUIN	mesh:C113610	NA	NA	NA
Quinolinic acid	mesh:D017378	NA	NA	NA
Kynurenic Acid	mesh:D007736	NA	NA	NA
KYNA	mesh:C548511	NA	NA	NA
Nicotinamide	mesh:D009536	Niacinamide	nicotinamide	chebi:17154
adenine	mesh:D000225	Adenine	adenine	chebi:16708
NAD+	mesh:D009243	NAD	NAD(+)	chebi:15846
