word	mesh	match	name	chebi
ferulic acid	mesh:C004999	NA	NA	NA
coniferyl alcohol	mesh:C010559	coniferol	coniferyl alcohol	chebi:17745
cinnamic acid	mesh:C029010	NA	NA	NA
4-coumaroyl-CoA	mesh:C058644	NA	NA	NA
caffeoyl-CoA	mesh:C058645	NA	NA	NA
sinapic acid	mesh:C073734	NA	NA	NA
coniferaldehyde	mesh:C075384	NA	NA	NA
sinapaldehyde	mesh:C075386	NA	NA	NA
feruloyl-CoA	mesh:C119167	feruloyl-CoA	feruloyl-CoA	chebi:14261
sinapyl alcohol	mesh:C496130	NA	NA	NA
caffeic acid	mesh:D002109	NA	NA	NA
phenylalanine	mesh:D010649	Phenylalanine	phenylalanine	chebi:28044
shikimic acid	mesh:D012765	NA	NA	NA
