word	mesh	match	name	chebi
H	mesh:D006859	Hydrogen	dihydrogen	chebi:18276
MDA	mesh:D008315	Malondialdehyde	malonaldehyde	chebi:566274
Ac	mesh:D000186	Actinium	actinium atom	chebi:33337
GSH	mesh:D005978	Glutathione	glutathione	chebi:16856
Glutathione	mesh:D005978	Glutathione	glutathione	chebi:16856
4,4-MDI	mesh:C027984	NA	NA	NA
Isocyanates	mesh:D017953	NA	NA	NA
sulfinamide	mesh:C582741	NA	NA	NA
NaOH	mesh:D012964	Sodium	sodium-23 atom	chebi:52634
Lys	mesh:C026591	NA	NA	NA
Val	mesh:C081489	NA	NA	NA
