word	mesh	match	name	doid
Vitiligo	NA	vitiligo	vitiligo	DOID:12306
Psoriasis	NA	psoriasis	psoriasis	DOID:8893
Vitiligo	NA	vitiligo	vitiligo	DOID:12306
Syndrome	NA	syndrome	syndrome	DOID:225
Disease	NA	disease	disease	DOID:4
Psoriasis	NA	psoriasis	psoriasis	DOID:8893
Dermatitis	NA	dermatitis	dermatitis	DOID:2723
Alopecia	NA	alopecia	alopecia	DOID:987
Rosacea	NA	rosacea	rosacea	DOID:8881
Alopecia	NA	alopecia	alopecia	DOID:987
Alopecia	NA	alopecia	alopecia	DOID:987
Psoriasis	NA	psoriasis	psoriasis	DOID:8893
Acne	NA	acne	acne	DOID:6543
Hidradenitis	NA	hidradenitis	hidradenitis	DOID:2282
Alopecia	NA	alopecia	alopecia	DOID:987
Disease	NA	disease	disease	DOID:4
Urticaria	NA	urticaria	urticaria	DOID:1555
Psoriasis	NA	psoriasis	psoriasis	DOID:8893
Hidradenitis	NA	hidradenitis	hidradenitis	DOID:2282
Acne	NA	acne	acne	DOID:6543
Dermatitis	NA	dermatitis	dermatitis	DOID:2723
lupus erythematosus	NA	lupus erythematosus	lupus erythematosus	DOID:8857
Lichen Planus	NA	lichen planus	lichen planus	DOID:9201
Atopic Dermatitis	NA	atopic dermatitis	atopic dermatitis	DOID:3310
Alopecia Areata	NA	alopecia areata	alopecia areata	DOID:986
Alopecia Areata	NA	alopecia areata	alopecia areata	DOID:986
Hidradenitis suppurativa	NA	hidradenitis suppurativa	hidradenitis suppurativa	DOID:2280
Acanthosis nigricans	NA	acanthosis nigricans	acanthosis nigricans	DOID:3138
lupus erythematosus	NA	lupus erythematosus	lupus erythematosus	DOID:8857
Chronic Urticaria	NA	chronic urticaria	chronic urticaria	DOID:0080747
Hidradenitis suppurativa	NA	hidradenitis suppurativa	hidradenitis suppurativa	DOID:2280
Atopic Dermatitis	NA	atopic dermatitis	atopic dermatitis	DOID:3310
Lichen Planus	NA	lichen planus	lichen planus	DOID:9201
Systemic lupus erythematosus	NA	systemic lupus erythematosus	systemic lupus erythematosus	DOID:9074
Systemic lupus erythematosus	NA	systemic lupus erythematosus	systemic lupus erythematosus	DOID:9074
