word	mesh	match	name	doid
Hepatitis B	mesh:D006509	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
Prostate cancer	mesh:D011471	NA	NA	NA
death	mesh:D003643	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
sarcoma	mesh:D012509	Sarcoma	sarcoma	doid:1115
herpesvirus infection	mesh:D006566	NA	NA	NA
Pancreatic cancer	mesh:D010190	NA	NA	NA
Breast cancer	mesh:D001943	NA	NA	NA
death	mesh:D003643	NA	NA	NA
Endometrial cancer	mesh:D016889	NA	NA	NA
Colorectal cancer	mesh:D015179	NA	NA	NA
carcinoma	mesh:D002277	Carcinoma	spindle cell carcinoma	doid:4015
