word	type	identifier
Glutamate	Chemical	NA
Putrescine	Chemical	MESH:D011700
Spermidine	Chemical	MESH:D013095
spermine	Chemical	MESH:D013096
N-Carbamoyl purescine	Chemical	MESH:C035122
Agmatine	Chemical	MESH:D000376
Arginine phosphate	Chemical	MESH:C015441
Creatine phosphate	Chemical	MESH:D003401
Creatinine	Chemical	MESH:D003404
Proline	Chemical	MESH:C489032
Glutamate	Chemical	NA
semaldehyde	Chemical	NA
xanthine	Chemical	MESH:D019820
Guanosine	Chemical	MESH:D006151
Creatinine	Chemical	MESH:D003404
Omithine	Chemical	NA
Arginosuccinate	Chemical	NA
Hypoxanthine	Chemical	MESH:D019271
xanthine	Chemical	MESH:D019820
Guanine	Chemical	MESH:D006147
Creatine	Chemical	MESH:D003401
Nitrogen	Chemical	MESH:D009584
Carbamoyl phosphate	Chemical	MESH:D002221
Serine	Chemical	MESH:C047902
Glycine	Chemical	MESH:D005998
Asparagine	Chemical	MESH:C050801
Aspartate	Chemical	NA
Pyruvate	Chemical	MESH:D011773
Carbohydrate	Chemical	MESH:D002241
Glucose	Chemical	MESH:D005947
Glucose-6-phosphate	Chemical	MESH:D019298
Aspartic acid	Chemical	MESH:C403564
Cinnamate	Chemical	MESH:D002934
Pyruvate	Chemical	MESH:D011773
Acetyl-COA	Chemical	MESH:C479798
Oxaloacetate	Chemical	MESH:D010071
Tyrosine	Chemical	NA
Phenylalanine	Chemical	MESH:C119108
Tryptophan	Chemical	NA
3-Hydroxy Kyurenine	Chemical	MESH:D006880
xanthurenate	Chemical	MESH:D014977
Citrate	Chemical	MESH:C102006
Benzoate	Chemical	MESH:D001565
Glycerol	Chemical	MESH:D005990
toleucine	Chemical	NA
Fatty acid	Chemical	MESH:D005227
Acetyl-CoA	Chemical	MESH:D000105
Succinyl-CoA	Chemical	MESH:C012046
Tryptophan	Chemical	NA
ketoglutarate	Chemical	MESH:C029743
fatty acids	Chemical	MESH:D005227
Ketone	Chemical	MESH:D007659
valine	Chemical	MESH:C521924
Isoleucine	Chemical	MESH:C043801
Methionine	Chemical	MESH:D008715
NACH	Chemical	NA
Hippurate	Chemical	MESH:D006626
Glutamic acid	Chemical	MESH:C030030
Histidine	Chemical	MESH:C115717
Proline	Chemical	MESH:C489032
Arginine	Chemical	MESH:D001127
Serotonin	Chemical	MESH:D012701
Acetoacetate	Chemical	MESH:D000090
3-Hydroxybutyrate	Chemical	MESH:D020155
Acetone	Chemical	MESH:D000096
Glutamine	Chemical	MESH:C578860
S-Hydroxylindoleacetate	Chemical	MESH:D013455
