word	mesh	match	name	doid
inflammation	mesh:D007249	NA	NA	NA
autoimmunity	mesh:D001327	Autoimmune Diseases	autoimmune hypersensitivity disease	doid:417
allergic	mesh:D004342	NA	NA	NA
Type IT Cytotoxic	mesh:D064420	NA	NA	NA
Follicular helper T	mesh:D005497	NA	NA	NA
autoimmunity	mesh:D001327	Autoimmune Diseases	autoimmune hypersensitivity disease	doid:417
immunodeficiency	mesh:D007153	NA	NA	NA
malignancy	mesh:D009369	NA	NA	NA
Cytotoxic	mesh:D064420	NA	NA	NA
allergic	mesh:D004342	NA	NA	NA
Cytotoxic 	mesh:D064420	NA	NA	NA
inflammation	mesh:D007249	NA	NA	NA
autoimmunity	mesh:D001327	Autoimmune Diseases	autoimmune hypersensitivity disease	doid:417
