word	type	identifier
Glucose	Chemical	MESH:D005947
ATP	Chemical	MESH:D000255
ADP	Chemical	MESH:D000244
Glucose 6-phosphhate	Chemical	MESH:D005947
Fructose 6-phosphate	Chemical	MESH:C027618
ATP	Chemical	MESH:D000255
ADP	Chemical	MESH:D000244
Fructose 1,6-biphosphate	Chemical	MESH:C027652
NAD	Chemical	MESH:D009243
NADH	Chemical	MESH:D009243
2-phosphoglycerate	Chemical	MESH:C008885
Cis-aconitate	Chemical	MESH:C043607
ATP	Chemical	MESH:D000255
ADP	Chemical	MESH:D000244
Citrate	Chemical	MESH:C102006
Oxaloacetate	Chemical	MESH:D010071
NADH	Chemical	MESH:D009243
NAD NADH	Chemical	MESH:D009243
Pyruvate	Chemical	MESH:D011773
Phosphoenolpyruvate	Chemical	MESH:D010728
Isocitrate	Chemical	MESH:D007523
NAD	Chemical	MESH:D009243
NADH	Chemical	MESH:D009243
NAD	Chemical	MESH:D009243
ketoglutarate	Chemical	MESH:C029743
NAD	Chemical	MESH:D009243
NADH	Chemical	MESH:D009243
CpIDH	Chemical	MESH:C024660
Succinyl-CoA	Chemical	MESH:C012046
Cpa-KGDH	Chemical	MESH:C473646
Succinate	Chemical	MESH:D013386
GDP	Chemical	MESH:D006153
CpSDH	Chemical	MESH:C024660
EMP-TCA	Chemical	MESH:C099963
