word	source	identifier
TCA CYCLE	MESH	C000589078
Phosphoenol	MESH	C015443
Fatty acid	MESH	D005227
Val	MESH	C081489
Leu	MESH	C038361
TPP	MESH	D013835
Pyruvate	MESH	D011773
2-Oxo	MESH	C042744
Acetyl-CoA	MESH	D000105
S-Acetyldihydio	MESH	D013455
Alanine	MESH	D000409
aspartate		
glutamate		
dicarbozylate		
Oxaloscetate		
cis-Aconitate	MESH	C043607
Tyrosine		
Argisine		
Fumarate	MESH	D005650
Succinyl	MESH	C035687
1-hydroxypropyl-ThPP	MESH	D013910
SSucinyl		
Arginine	MESH	D001127
Succinate	MESH	D013386
Ascorbate	MESH	D001205
