organism_id	organism_name	organism_group	word	match	ncbigene_symbol	ncbigene_id	source	count_direct	count_synonym	count_match
7227	Drosophila melanogaster	Invertebrates	GLO	GLO	glo	41431	ncbigene_symbol	23	46	33
7227	Drosophila melanogaster	Invertebrates	CYCLE	CYCLE	CycE	34924	ncbigene_synonym	23	46	33
7227	Drosophila melanogaster	Invertebrates	CYCLE	CYCLE	cyc	40162	ncbigene_synonym	23	46	33
7227	Drosophila melanogaster	Invertebrates	GPI	GPI	Pgi	35886	ncbigene_synonym	23	46	33
7227	Drosophila melanogaster	Invertebrates	Orc	ORC	Orc5	34794	ncbigene_synonym	23	46	33
7227	Drosophila melanogaster	Invertebrates	Orc	ORC	Orc1	35686	ncbigene_synonym	23	46	33
7227	Drosophila melanogaster	Invertebrates	Orc	ORC	Orc6	36017	ncbigene_synonym	23	46	33
7227	Drosophila melanogaster	Invertebrates	Orc	ORC	Orc3	36454	ncbigene_synonym	23	46	33
7227	Drosophila melanogaster	Invertebrates	Orc	ORC	Orc4	37970	ncbigene_synonym	23	46	33
7227	Drosophila melanogaster	Invertebrates	Orc	ORC	Orc2	41703	ncbigene_synonym	23	46	33
7227	Drosophila melanogaster	Invertebrates	PFK	PFK	Pfk	36060	ncbigene_symbol	23	46	33
7227	Drosophila melanogaster	Invertebrates	PFK	PFK	CG15812	38379	ncbigene_synonym	23	46	33
7227	Drosophila melanogaster	Invertebrates	POM	POM	pom	247519	ncbigene_symbol	23	46	33
7227	Drosophila melanogaster	Invertebrates	ENO	ENO	Eno	33351	ncbigene_symbol	23	46	33
7227	Drosophila melanogaster	Invertebrates	ASL	ASL	asl	40682	ncbigene_symbol	23	46	33
7227	Drosophila melanogaster	Invertebrates	ASS	ASS	Ass	40812	ncbigene_symbol	23	46	33
7227	Drosophila melanogaster	Invertebrates	GOM	GOM	gom	43934	ncbigene_symbol	23	46	33
7227	Drosophila melanogaster	Invertebrates	AST	AST	ast	33282	ncbigene_symbol	23	46	33
7227	Drosophila melanogaster	Invertebrates	AST	AST	Semp1	34914	ncbigene_synonym	23	46	33
7227	Drosophila melanogaster	Invertebrates	AST	AST	AstA	42947	ncbigene_synonym	23	46	33
7227	Drosophila melanogaster	Invertebrates	TALDO	TALDO	Taldo	37804	ncbigene_symbol	23	46	33
7227	Drosophila melanogaster	Invertebrates	CSE	CSE	Nfs1	34613	ncbigene_synonym	23	46	33
