word	source	identifier
Tyrosine		
Phenylalanine	MESH	C119108
Glucose	MESH	D005947
Coumaroyl-CoA	MESH	C058644
Malonyl-CoA	MESH	D008316
Fatty Acid	MESH	D005227
CHI	MESH	C084533
Flavones	MESH	C043562
Naringenin	MESH	C005273
DCF3H1	MESH	C525384
F35H (0) F3H	MESH	D006859
Flavonols	MESH	D044948
DHM	MESH	C047248
DHQ	MESH	C524665
Proanthocyanidins	MESH	D044945
Delphinidin	MESH	C017185
Pelargonidin	MESH	C066957
Cyanidin	MESH	C017154
Su-3G	MESH	C035067
Peonidin	MESH	C473205
Sinapic acid	MESH	C073734
CY3XGG	MESH	C508368
1-0-sinapoylglucose	MESH	C103373
Anthocyanins	MESH	D000872
