word	type	identifier
L-aspartate	Chemical	NA
N	Chemical	MESH:D009584
phosphate	Chemical	MESH:D010710
L-Glutamine	Chemical	NA
Alanine	Chemical	MESH:D000409
aspartate	Chemical	NA
glutamate	Chemical	NA
UTP	Chemical	MESH:D014544
Oretidine	Chemical	NA
UDP	Chemical	MESH:D014530
glucose	Chemical	MESH:D005947
UTP	Chemical	MESH:D014544
dTMP	Chemical	MESH:C113124
Cytidine	Chemical	MESH:D003562
Uridine	Chemical	MESH:D014529
Deoxyridine	Chemical	NA
Deoxycytidine	Chemical	MESH:D003841
Thymidine	Chemical	MESH:D013936
Uracil	Chemical	MESH:D014498
Pseudouridine	Chemical	MESH:D011560
3-phosphate	Chemical	MESH:D010710
2-Deasy-6-ribose-P	Chemical	MESH:D012266
Alanine	Chemical	MESH:D000409
Dihydrouracil	Chemical	MESH:C007419
propionate	Chemical	MESH:D011422
Pseudouridine	Chemical	MESH:D011560
Barbiturate	Chemical	MESH:C032232
3-Oxo-3-reid	Chemical	MESH:D008620
Carbamate	Chemical	MESH:D002219
Alanine	Chemical	MESH:D000409
121-3-Uraidoacrylate	Chemical	MESH:C079079
21-3-Peroxy- Aminoacrylate	Chemical	MESH:C015102
aminoacrylate	Chemical	MESH:C015102
Malonate	Chemical	MESH:D008314
semialdehyde	Chemical	MESH:C009338
3-Methylbarbiturate	Chemical	MESH:C039620
1-Oxo-3-ureida- Methylmalonate	Chemical	MESH:C042744
isobutyrate	Chemical	MESH:D058610
Dihydro (R)-3-Ureido- (R)-3-Amino	Chemical	MESH:C544834
thymine	Chemical	MESH:D013941
isobutyrate	Chemical	MESH:D058610
3-Hydroxy	Chemical	MESH:D006880
propionate	Chemical	MESH:D011422
Valine	Chemical	MESH:C521924
isoleucine	Chemical	MESH:C043801
