word	mesh	match	name	chebi
succinyl CoA	mesh:C012046	NA	NA	NA
fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
fumarate	mesh:D005650	NA	NA	NA
glutamine	mesh:D005973	Glutamine	glutamine	chebi:28300
Isocitrate	mesh:D007523	NA	NA	NA
isocitrate	mesh:D007523	NA	NA	NA
malate	mesh:D008293	Malates	malate	chebi:25115
oxaloacetate	mesh:D010071	NA	NA	NA
Succinate	mesh:D013386	Succinates	succinate	chebi:26806
succinate	mesh:D013386	Succinates	succinate	chebi:26806
urea	mesh:D014508	Urea	urea	chebi:16199
