word	mesh	match	name	doid
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
carcinoma	NA	carcinoma	carcinoma	DOID:305
cancer	NA	cancer	cancer	DOID:162
carcinoma	NA	carcinoma	carcinoma	DOID:305
cancer	NA	cancer	cancer	DOID:162
Cancer	NA	cancer	cancer	DOID:162
Colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
Breast cancer	NA	breast cancer	breast cancer	DOID:1612
colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
Colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
Hepatocellular carcinoma	NA	hepatocellular carcinoma	hepatocellular carcinoma	DOID:684
colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
