organism_id	organism_name	organism_group	word	match	ncbigene_symbol	ncbigene_id	source	count_direct	count_synonym	count_match
10090	Mus musculus	Rodents	GLUT-2	GLUT-2	Slc2a2	20526	ncbigene_synonym	3	11	12
10090	Mus musculus	Rodents	IRS-2	IRS-2	Irs2	384783	ncbigene_synonym	3	11	12
10090	Mus musculus	Rodents	PEPCK	PEPCK	Pck1	18534	ncbigene_synonym	3	11	12
10090	Mus musculus	Rodents	PI3K	PI3K	Pik3r1	18708	ncbigene_synonym	3	11	12
10090	Mus musculus	Rodents	Akt	AKT	Akt1	11651	ncbigene_synonym	3	11	12
10090	Mus musculus	Rodents	GYS-2	GYS2	Gys2	232493	ncbigene_symbol	3	11	12
10090	Mus musculus	Rodents	PYGL	PYGL	Pygl	110095	ncbigene_symbol	3	11	12
10090	Mus musculus	Rodents	PK	PK	pk	18745	ncbigene_symbol	3	11	12
10090	Mus musculus	Rodents	TCA	TCA	Gnat2	14686	ncbigene_synonym	3	11	12
10090	Mus musculus	Rodents	SDH	SDH	Sord	20322	ncbigene_synonym	3	11	12
10090	Mus musculus	Rodents	SDH	SDH	Aass	30956	ncbigene_synonym	3	11	12
10090	Mus musculus	Rodents	SDH	SDH	Sds	231691	ncbigene_synonym	3	11	12
10090	Mus musculus	Rodents	MDH	MDH	Mdh2	17448	ncbigene_synonym	3	11	12
10090	Mus musculus	Rodents	Red:	RED	Hmgcr	15357	ncbigene_synonym	3	11	12
9031	Gallus gallus	Vertebrates	GLUT-2	GLUT2	SLC2A2	396272	ncbigene_synonym	3	3	6
9031	Gallus gallus	Vertebrates	IRS-2	IRS2	IRS2	101749060	ncbigene_symbol	3	3	6
9031	Gallus gallus	Vertebrates	PEPCK	PEPCK	PCK1	396458	ncbigene_synonym	3	3	6
9031	Gallus gallus	Vertebrates	GYS-2	GYS2	GYS2	418201	ncbigene_symbol	3	3	6
9031	Gallus gallus	Vertebrates	PYGL	PYGL	PYGL	378909	ncbigene_symbol	3	3	6
9031	Gallus gallus	Vertebrates	SDH	SDH	SORD	415332	ncbigene_synonym	3	3	6
9606	Homo sapiens	Primates	GLUT-2	GLUT2	SLC2A2	6514	ncbigene_synonym	2	17	12
