word	mesh	match	name	chebi
phenylalanine	NA	phenylalanine	(2S)-2-azaniumyl-3-phenylpropanoate	chebi:58095
cinnamic acid	NA	Cinnamic acid	3-phenylprop-2-enoic acid	chebi:27386
p-coumaric acid	NA	p-coumaric acid	3-(4-hydroxyphenyl)prop-2-enoic acid	chebi:36090
CHI	NA	CHI	isocyanatocyclohexane	chebi:136604
malonyl-CoA	NA	malonyl-CoA	3'-phosphonatoadenosine 5'-{3-[(3R)-4-{[3-({2-[(3-carboxylatoacetyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-3-hydroxy-2,2-dimethyl-4-oxobutyl] diphosphate}	chebi:57384
dihydrokaempferol	NA	Dihydrokaempferol	(2R,3R)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-4H-chromen-4-one	chebi:15401
kaempferol	NA	kaempferol	5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-3-olate	chebi:58573
chalcone	NA	Chalcone	1,3-diphenylprop-2-en-1-one	chebi:27618
-OH	NA	-OH	hydroxy group	chebi:43176
-OH	NA	-OH	hydroxy group	chebi:43176
naringenin	NA	NARINGENIN	(2S)-naringenin	chebi:17846
dihydroquercetin	NA	Dihydroquercetin	(2R,3R)-dihydroquercetin	chebi:17948
-OH	NA	-OH	hydroxy group	chebi:43176
-OH	NA	-OH	hydroxy group	chebi:43176
quercetin	NA	quercetin	2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-4-oxo-4-chromen-7-olate	chebi:57694
