word	type	identifier
Pentose Phosphate	Chemical	MESH:D010429
Pyruvate	Chemical	MESH:D011773
TCA	Chemical	MESH:C000589078
Fatty Acid	Chemical	MESH:D005227
DM	Chemical	MESH:D003915
DM	Chemical	MESH:D003915
DMTX	Chemical	NA
Fumarate	Chemical	MESH:D005650
Glucose	Chemical	MESH:D005947
Glucose-6-phosphate	Chemical	MESH:D019298
Pyruvate	Chemical	MESH:D011773
Pyruvate	Chemical	MESH:D011773
Succinate	Chemical	MESH:D013386
Acetyl CoA	Chemical	MESH:D000105
Oxaloacetate	Chemical	MESH:D010071
TCA	Chemical	MESH:C000589078
Pentose Phosphate	Chemical	MESH:D010429
Lactate	Chemical	MESH:D019344
Citric acid	Chemical	MESH:D019343
Isocitric acid	Chemical	MESH:C034219
ketoglutaric acid	Chemical	MESH:D007656
Succinyl CoA	Chemical	MESH:C012046
DM	Chemical	MESH:D003915
DMTX	Chemical	NA
DM	Chemical	MESH:D003915
