word	mesh	match	name	chebi
Jasmonic acid	mesh:C011006	NA	NA	NA
cinnamic acid	mesh:C029010	NA	NA	NA
Malic acid	mesh:C030298	NA	NA	NA
Ethanol	mesh:D000431	Ethanol	ethanol	chebi:16236
Anthocyanins	mesh:D000872	Anthocyanins	anthocyanin	chebi:38697
Fatty acids	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Flavonoids	mesh:D005419	NA	NA	NA
Glyoxylate	mesh:D006038	Glyoxylates	glyoxylates	chebi:51704
Lignins	mesh:D008031	lignin	Lignin	chebi:6457
Phenylalanine	mesh:D010649	Phenylalanine	phenylalanine	chebi:28044
Pyruvate	mesh:D011773	NA	NA	NA
Steroids	mesh:D013256	Steroids	steroid	chebi:35341
Stilbenes	mesh:D013267	Stilbenes	stilbenoid	chebi:26776
Sucrose	mesh:D013395	Sucrose	sucrose	chebi:17992
Terpenoids	mesh:D013729	terpene	Terpenes	chebi:35186
Vanillic acid	mesh:D014641	NA	NA	NA
Lactic acid	mesh:D019344	NA	NA	NA
benzoic acids	mesh:D019817	benzoic acid	Benzoic Acid	chebi:30746
Salicylic acid	mesh:D020156	NA	NA	NA
