word	mesh	match	name	chebi
Ac	mesh:D000186	Actinium	actinium atom	chebi:33337
Su	mesh:C035067	NA	NA	NA
Glu	mesh:C094686	Glu-Glu	glutamyl-glutamic acid	chebi:5390
Glutaryl-CoA	mesh:C015901	glutaryl-CoA	glutaryl-coenzyme A	chebi:15524
Succinyl	mesh:C035687	NA	NA	NA
Lysine	mesh:C114808	Tyr-Lys	tyrosyl-lysine	chebi:75004
Methionine CH	mesh:D008715	NA	NA	NA
TCA	mesh:C000589078	NA	NA	NA
Tryptophan	NA	NA	NA	NA
ketoglutarate	mesh:C029743	NA	NA	NA
Folate	mesh:D005492	Folic Acid	folic acid	chebi:27470
CH	mesh:C103208	NA	NA	NA
Choline CH	mesh:D002794	Choline	choline	chebi:15354
5-MTHF CH	mesh:C032418	NA	NA	NA
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
Malonyl-CoA	mesh:D008316	Malonyl Coenzyme A	malonyl-CoA	chebi:15531
Homocysteine H	mesh:D006710	Homocysteine	homocysteine	chebi:17230
Cystathionine	mesh:D003540	Cystathionine	cystathionine	chebi:17755
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
carbon	mesh:D002244	Carbon	carbon atom	chebi:27594
Amino acids	mesh:D000596	NA	NA	NA
